侬,撇
侬,竖
侬,左点
侬,横钩
侬,竖撇
侬,竖提
侬,撇
侬,捺
侮,撇
侮,竖
侮,撇
侮,横
侮,竖折
侮,横折钩
侮,点
侮,横
侮,点
侯,撇
侯,竖
侯,横折
侯,横
侯,撇
侯,横
侯,横
侯,撇
侯,捺
侵,撇
侵,竖
侵,横折
侵,横
侵,横
侵,左点
侵,横钩
侵,横撇
侵,捺
侶,撇
侶,竖
侶,竖
侶,横折
侶,横
侶,撇
侶,竖
侶,横折
侶,横
侷,撇
侷,竖
侷,横折
侷,横
侷,竖撇
侷,横折钩
侷,竖
侷,横折
侷,横
便,撇
便,竖
便,横
便,竖
便,横折
便,横
便,横
便,竖撇
便,捺
係,撇
係,竖
係,撇
係,撇折
係,撇折
係,点
係,竖钩
係,左点
係,点
促,撇
促,竖
促,竖
促,横折
促,横
促,竖
促,横
促,撇
促,捺
俄,撇
俄,竖
俄,撇
俄,横
俄,竖钩
俄,提
俄,斜钩
俄,撇
俄,点
俅,撇
俅,竖
俅,横
俅,竖钩
俅,点
俅,提
俅,撇
俅,捺
俅,点
俉,撇
俉,竖
俉,横
俉,竖
俉,横折
俉,横
俉,竖
俉,横折
俉,横
俊,撇
俊,竖
俊,撇折
俊,点
俊,撇
俊,点
俊,撇
俊,横撇
俊,捺
俎,撇
俎,点
俎,撇
俎,点
俎,竖
俎,横折
俎,横
俎,横
俎,横
俏,撇
俏,竖
俏,竖
俏,点
俏,撇
俏,竖
俏,横折钩
俏,横
俏,横
俐,撇
俐,竖
俐,平撇
俐,横
俐,竖
俐,撇
俐,点
俐,竖
俐,竖钩
俑,撇
俑,竖
俑,横撇
俑,点
俑,竖
俑,横折钩
俑,横
俑,横
俑,竖
俗,撇
俗,竖
俗,撇
俗,点
俗,撇
俗,捺
俗,竖
俗,横折
俗,横
俘,撇
俘,竖
俘,平撇
俘,点
俘,点
俘,撇
俘,横撇
俘,竖钩
俘,横
俚,撇
俚,竖
俚,竖
俚,横折
俚,横
俚,横
俚,竖
俚,横
俚,横
俛,撇
俛,竖
俛,撇
俛,横撇
俛,竖
俛,横折
俛,横
俛,撇
俛,竖弯钩
俜,撇
俜,竖
俜,竖
俜,横折
俜,横
俜,竖
俜,横
俜,横
俜,竖折折钩
保,撇
保,竖
保,竖
保,横折
保,横
保,横
保,竖
保,撇
保,捺
俞,撇
俞,捺
俞,横
俞,竖
俞,横折钩
俞,横
俞,横
俞,竖
俞,竖钩
俟,撇
俟,竖
俟,撇折
俟,点
俟,撇
俟,横
俟,横
俟,撇
俟,捺
俠,撇
俠,竖
俠,横
俠,竖撇
俠,捺
俠,撇
俠,点
俠,撇
俠,点
信,撇
信,竖
信,点
信,横
信,横
信,横
信,竖
信,横折
信,横
俣,撇
俣,竖
俣,竖
俣,横折
俣,横
俣,横
俣,横
俣,撇
俣,捺
俦,撇
俦,竖
俦,横
俦,横
俦,横
俦,竖撇
俦,横
俦,竖钩
俦,点
俨,撇
俨,竖
俨,横
俨,竖
俨,竖
俨,点
俨,撇
俨,横
俨,竖撇
俩,撇
俩,竖
俩,横
俩,竖
俩,横折钩
